AverageFloorArea,Year/Quarter,Property Type,EnergyUseAveragePerDwelling,CarbonDioxideEmissionsAveragePerDwelling,LightingCostAveragePerDwelling,HeatingCostAveragePerDwelling,HotWaterCostAveragePerDwelling
99.0,4,4,253.76923076923077,4.153846153846154,91.6923076923077,759.5384615384615,130.53846153846155
100.0,1,1,295.16,4.76,88.04,898.04,159.44
100.0,1,3,268.4854368932039,4.242718446601942,88.35922330097087,775.4368932038835,143.97087378640776
100.0,1,4,273.72727272727275,4.2727272727272725,92.27272727272727,770.5454545454545,136.54545454545453
100.0,2,1,283.5405405405405,4.594594594594595,87.78378378378379,859.8918918918919,156.16216216216216
100.0,2,3,280.4875,4.5125,85.2375,796.3875,139.875
100.0,2,4,267.1,4.2,90.6,803.5,123.9
100.0,3,1,288.9375,4.5625,89.875,886.34375,157.96875
100.0,3,3,266.9391304347826,4.28695652173913,88.25217391304348,792.4782608695652,143.15652173913043
100.0,3,4,251.0,4.0,90.625,778.375,122.625
100.0,4,1,285.16,4.6,85.76,847.0,143.68
100.0,4,3,273.7117117117117,4.378378378378378,87.27027027027027,787.7927927927927,144.00900900900902
100.0,4,4,271.6,4.3,90.5,799.1,138.6
101.0,1,1,293.14814814814815,4.62962962962963,90.03703703703704,883.2962962962963,158.33333333333334
101.0,1,3,269.8333333333333,4.351851851851852,89.16666666666667,794.3518518518518,144.33333333333334
101.0,1,4,252.2,4.2,87.6,811.2,126.8
101.0,1,5,174.0,3.0,93.0,946.0,213.0
101.0,2,1,289.6,4.644444444444445,85.77777777777777,863.8222222222222,157.48888888888888
101.0,2,3,267.42201834862385,4.321100917431193,87.97247706422019,794.440366972477,143.73394495412845
101.0,2,4,278.3,4.7,90.9,862.2,131.5
101.0,3,1,284.0,4.5,89.20588235294117,857.7058823529412,151.11764705882354
101.0,3,3,266.8421052631579,4.347368421052631,88.94736842105263,802.9894736842106,141.62105263157895
101.0,3,4,282.55555555555554,4.666666666666667,97.22222222222223,800.0,137.55555555555554
101.0,4,1,305.73333333333335,4.833333333333333,90.13333333333334,876.7333333333333,162.03333333333333
101.0,4,3,273.10483870967744,4.379032258064516,87.63709677419355,791.0645161290323,143.61290322580646
101.0,4,4,264.5,3.75,100.0,788.0,142.625
102.0,1,1,287.36842105263156,4.578947368421052,87.10526315789474,854.4736842105264,161.3684210526316
102.0,1,3,272.008547008547,4.3931623931623935,89.97435897435898,800.0512820512821,145.57264957264957
102.0,1,4,239.4,3.9,92.2,755.3,135.7
102.0,2,1,287.82142857142856,4.642857142857143,88.14285714285714,881.3214285714286,155.0
102.0,2,3,273.16483516483515,4.450549450549451,88.78021978021978,805.2857142857143,142.74725274725276
102.0,2,4,262.0,4.666666666666667,92.5,813.0,133.75
102.0,3,1,288.0,4.681818181818182,87.5,893.0,158.8181818181818
102.0,3,3,270.5054945054945,4.406593406593407,89.10989010989012,822.989010989011,145.47252747252747
102.0,3,4,279.625,4.375,100.875,818.375,127.25
102.0,4,1,292.27777777777777,4.777777777777778,88.44444444444444,913.0,157.5
102.0,4,3,268.1811594202899,4.434782608695652,87.10144927536231,803.2753623188406,145.03623188405797
102.0,4,4,281.4,4.6,94.2,794.8,144.0
103.0,1,1,301.2142857142857,4.785714285714286,93.14285714285714,890.2857142857143,154.71428571428572
103.0,1,3,278.61607142857144,4.544642857142857,90.24107142857143,809.3035714285714,150.59821428571428
103.0,1,4,244.5,4.0,84.25,758.0,151.5
103.0,2,1,282.5833333333333,4.541666666666667,90.29166666666667,889.5833333333334,148.08333333333334
103.0,2,3,268.65909090909093,4.454545454545454,88.375,814.0568181818181,141.73863636363637
103.0,2,4,266.7,4.2,93.0,772.1,131.8
103.0,3,1,278.57142857142856,4.428571428571429,88.64285714285714,854.6428571428571,150.42857142857142
103.0,3,3,272.5360824742268,4.443298969072165,90.24742268041237,819.5670103092783,147.15463917525773
103.0,3,4,276.5,4.5,95.66666666666667,810.0,145.33333333333334
103.0,4,1,293.04545454545456,4.681818181818182,87.68181818181819,855.7272727272727,143.04545454545453
103.0,4,3,275.11475409836066,4.475409836065574,88.90983606557377,806.5245901639345,144.97540983606558
103.0,4,4,271.0,4.375,84.75,799.0,140.5
104.0,1,1,295.90909090909093,4.909090909090909,92.72727272727273,869.7272727272727,149.8181818181818
104.0,1,3,273.3652173913043,4.539130434782609,91.37391304347825,830.9391304347826,149.68695652173912
104.0,1,4,272.0,4.111111111111111,99.0,747.3333333333334,155.11111111111111
104.0,2,1,285.625,4.791666666666667,89.75,868.875,155.79166666666666
104.0,2,3,270.12820512820514,4.576923076923077,89.76923076923077,833.8333333333334,146.15384615384616
104.0,2,4,264.6666666666667,4.666666666666667,96.83333333333333,798.8333333333334,141.16666666666666
104.0,3,1,286.4375,4.75,90.625,886.8125,150.0625
104.0,3,3,270.6730769230769,4.5576923076923075,90.11538461538461,823.8076923076923,146.95192307692307
104.0,3,4,273.8,4.6,95.2,811.2,142.0
104.0,4,1,298.46666666666664,4.733333333333333,85.6,867.5333333333333,154.93333333333334
104.0,4,3,269.8541666666667,4.510416666666667,89.5,811.3645833333334,146.89583333333334
104.0,4,4,298.3333333333333,4.777777777777778,95.66666666666667,853.2222222222222,152.0
105.0,1,1,279.1875,4.5625,93.25,910.5625,142.625
105.0,1,3,272.31067961165047,4.611650485436893,92.07766990291262,836.2135922330098,149.15533980582524
105.0,1,4,249.28571428571428,4.285714285714286,94.14285714285714,770.7142857142857,132.14285714285714
105.0,2,1,292.1666666666667,4.833333333333333,87.5,888.2777777777778,160.61111111111111
105.0,2,3,267.58653846153845,4.538461538461538,91.1923076923077,820.4134615384615,147.25
105.0,2,4,234.2,3.6,96.0,743.4,125.2
105.0,3,1,296.14285714285717,4.857142857142857,90.47619047619048,898.6666666666666,154.28571428571428
105.0,3,3,271.5064935064935,4.636363636363637,91.51948051948052,840.1558441558442,148.94805194805195
105.0,3,4,245.875,4.25,94.75,841.5,133.375
105.0,4,1,287.94117647058823,4.764705882352941,89.52941176470588,870.8823529411765,154.52941176470588
105.0,4,3,270.3565217391304,4.530434782608696,90.4,821.8173913043478,146.4608695652174
105.0,4,4,256.2857142857143,4.142857142857143,86.0,782.1428571428571,135.57142857142858
106.0,1,1,276.0,4.4,90.6,862.0,146.1
106.0,1,3,275.3,4.7272727272727275,92.5,849.3727272727273,152.04545454545453
106.0,1,4,269.8333333333333,4.0,91.0,803.5,158.33333333333334
106.0,2,1,282.7692307692308,4.769230769230769,90.92307692307692,880.1538461538462,156.07692307692307
106.0,2,3,266.9493670886076,4.544303797468355,91.41772151898734,829.873417721519,147.63291139240508
106.0,2,4,260.5,4.5,98.83333333333333,865.5,136.66666666666666
106.0,3,1,271.72727272727275,4.636363636363637,89.63636363636364,870.6363636363636,152.1818181818182
106.0,3,3,267.27272727272725,4.556818181818182,93.0909090909091,823.6477272727273,148.5
106.0,3,4,255.66666666666666,3.6666666666666665,96.66666666666667,747.6666666666666,107.66666666666667
106.0,4,1,270.57142857142856,4.714285714285714,86.14285714285714,918.0,167.0
106.0,4,3,274.91,4.72,90.2,847.18,148.92
106.0,4,4,274.3636363636364,4.818181818181818,95.36363636363636,851.9090909090909,134.72727272727272
107.0,1,1,282.1818181818182,4.7272727272727275,92.0,926.3636363636364,164.1818181818182
107.0,1,3,272.2093023255814,4.651162790697675,93.3953488372093,850.7209302325581,150.96511627906978
107.0,1,4,276.25,4.25,100.0,827.25,117.25
107.0,1,5,183.0,3.0,86.0,586.0,109.0
107.0,2,1,283.4,4.7,93.1,900.8,155.6
107.0,2,3,273.36470588235295,4.776470588235294,90.47058823529412,841.3176470588236,147.90588235294118
107.0,2,4,274.8,4.6,87.0,860.6,143.6
107.0,3,1,299.1666666666667,4.833333333333333,98.33333333333333,909.1666666666666,152.33333333333334
107.0,3,3,262.58947368421053,4.5473684210526315,92.74736842105263,843.1473684210526,146.55789473684212
107.0,3,4,259.0,4.0,86.0,876.0,157.0
107.0,4,1,284.8333333333333,5.0,95.33333333333333,883.5,158.16666666666666
107.0,4,3,273.9479166666667,4.739583333333333,91.63541666666667,850.125,150.96875
107.0,4,4,180.0,3.0,89.0,600.0,89.0
107.0,4,5,183.0,5.0,73.0,521.0,99.0
108.0,1,1,287.75,4.5,89.125,889.625,165.125
108.0,1,3,273.7719298245614,4.7631578947368425,94.5701754385965,852.1140350877193,154.07894736842104
108.0,1,4,232.75,3.5,98.5,742.5,132.5
108.0,2,1,271.4,5.0,94.9,871.1,151.9
108.0,2,3,274.9767441860465,4.674418604651163,92.82558139534883,840.8139534883721,149.2674418604651
108.0,2,4,237.33333333333334,4.0,91.33333333333333,804.8333333333334,134.0
108.0,3,1,282.3333333333333,4.666666666666667,100.16666666666667,853.6666666666666,147.66666666666666
108.0,3,3,266.8796296296296,4.648148148148148,93.51851851851852,852.824074074074,151.6851851851852
108.0,3,4,275.3333333333333,4.0,92.33333333333333,643.6666666666666,172.0
108.0,4,1,273.6666666666667,4.833333333333333,87.33333333333333,893.6666666666666,152.33333333333334
108.0,4,3,274.3061224489796,4.795918367346939,92.56122448979592,848.1530612244898,149.68367346938774
108.0,4,4,270.0,4.25,97.0,779.0,151.75
108.0,4,5,288.0,7.0,99.0,993.0,84.0
109.0,1,1,265.57142857142856,4.285714285714286,93.0,880.0,152.28571428571428
109.0,1,3,274.62,4.85,94.31,873.52,155.45
109.0,1,4,270.0,4.333333333333333,91.66666666666667,806.3333333333334,119.33333333333333
109.0,2,1,284.0,5.0,89.77777777777777,901.3333333333334,160.0
109.0,2,3,269.6666666666667,4.735632183908046,92.83908045977012,865.2528735632184,150.58620689655172
109.0,2,4,261.1666666666667,4.666666666666667,97.5,824.3333333333334,134.5
109.0,3,1,299.3333333333333,4.833333333333333,95.66666666666667,940.8333333333334,155.66666666666666
109.0,3,3,261.531914893617,4.680851063829787,93.11702127659575,854.0531914893617,148.5
109.0,4,1,278.7142857142857,4.714285714285714,90.85714285714286,877.0,148.57142857142858
109.0,4,3,274.30434782608694,4.739130434782608,92.79347826086956,853.4021739130435,151.2826086956522
109.0,4,4,252.8,4.2,98.4,749.6,141.2
110.0,1,1,287.42857142857144,4.857142857142857,94.71428571428571,906.5714285714286,149.0
110.0,1,3,274.2584269662921,4.853932584269663,95.3932584269663,878.8876404494382,152.01123595505618
110.0,1,4,237.16666666666666,3.8333333333333335,97.33333333333333,699.6666666666666,128.5
110.0,2,1,275.1818181818182,4.7272727272727275,93.45454545454545,883.0,151.0909090909091
110.0,2,3,274.10869565217394,4.967391304347826,94.3804347826087,867.054347826087,151.32608695652175
110.0,2,4,299.75,4.75,93.25,834.0,152.5
110.0,3,1,267.375,4.875,94.375,897.0,155.75
110.0,3,3,264.09411764705885,4.705882352941177,94.45882352941176,868.4823529411765,149.57647058823528
110.0,3,4,304.3333333333333,5.0,96.0,843.3333333333334,138.66666666666666
110.0,4,1,269.0,4.428571428571429,89.42857142857143,868.2857142857143,144.57142857142858
110.0,4,3,268.659793814433,4.835051546391752,93.12371134020619,875.6494845360825,152.81443298969072
110.0,4,4,263.8,4.2,88.0,833.0,130.8
111.0,1,1,252.5,4.0,81.5,708.0,134.5
111.0,1,3,271.81944444444446,4.833333333333333,96.40277777777777,877.4166666666666,155.16666666666666
111.0,2,1,277.42857142857144,4.714285714285714,90.14285714285714,926.5714285714286,151.57142857142858
111.0,2,3,266.0,4.7534246575342465,95.41095890410959,863.068493150685,149.72602739726028
111.0,2,4,249.5,5.0,100.0,836.0,145.0
111.0,3,1,279.25,4.75,91.125,880.875,149.75
111.0,3,3,267.46153846153845,4.82051282051282,95.58974358974359,863.2307692307693,149.16666666666666
111.0,3,4,219.0,3.5,93.5,681.0,124.5
111.0,4,1,287.0,5.0,91.33333333333333,952.0,147.33333333333334
111.0,4,3,269.4431818181818,4.829545454545454,94.13636363636364,867.9772727272727,154.57954545454547
111.0,4,4,257.3333333333333,4.666666666666667,95.33333333333333,844.6666666666666,138.66666666666666
112.0,1,1,279.8,5.0,91.8,873.0,149.0
112.0,1,3,273.5230769230769,4.923076923076923,96.15384615384616,876.7692307692307,151.93846153846152
112.0,1,4,208.6,3.4,94.6,696.0,117.0
112.0,2,1,249.33333333333334,4.666666666666667,84.0,877.6666666666666,157.66666666666666
112.0,2,3,264.40506329113924,4.8734177215189876,94.07594936708861,876.620253164557,149.44303797468353
112.0,2,4,262.0,4.0,91.0,781.0,184.0
112.0,3,1,288.25,4.5,101.75,941.25,152.25
112.0,3,3,265.0131578947368,4.842105263157895,96.27631578947368,886.6052631578947,152.10526315789474
112.0,3,4,273.5,5.0,93.75,952.5,137.75
112.0,4,1,299.57142857142856,5.0,93.14285714285714,908.1428571428571,158.28571428571428
112.0,4,3,264.7945205479452,4.808219178082192,94.71232876712328,866.1917808219179,150.9041095890411
112.0,4,4,263.25,4.75,88.25,861.75,145.75
113.0,1,1,256.0,5.0,89.0,910.0,160.0
113.0,1,3,270.56363636363636,4.836363636363636,97.0909090909091,887.6363636363636,154.94545454545454
113.0,1,4,194.5,4.0,114.5,691.0,121.5
113.0,2,1,270.0,4.5,94.0,936.75,152.0
113.0,2,3,266.8918918918919,4.945945945945946,95.0945945945946,860.6891891891892,151.66216216216216
113.0,2,4,284.5,4.5,91.5,762.0,154.0
113.0,3,1,260.875,4.5,94.5,926.25,153.625
113.0,3,3,264.8358208955224,4.7611940298507465,96.85074626865672,861.5522388059702,151.22388059701493
113.0,3,4,215.0,3.5,94.0,727.5,117.5
113.0,4,1,294.0,6.0,79.0,960.0,162.0
113.0,4,3,274.46666666666664,5.016666666666667,96.1,868.8166666666667,153.93333333333334
113.0,4,4,259.6666666666667,4.666666666666667,98.0,885.6666666666666,144.0
114.0,1,1,265.0,5.0,92.5,886.0,132.5
114.0,1,3,260.06666666666666,4.816666666666666,97.13333333333334,881.4833333333333,152.15
114.0,1,4,206.0,3.0,89.0,651.0,106.5
114.0,2,1,230.0,4.0,95.0,891.0,163.0
114.0,2,3,263.1756756756757,4.972972972972973,93.93243243243244,892.7837837837837,151.64864864864865
114.0,2,4,247.0,4.0,95.0,819.0,135.5
114.0,3,3,263.2567567567568,4.891891891891892,97.5945945945946,890.2297297297297,153.48648648648648
114.0,3,4,296.0,5.0,87.0,959.0,103.0
114.0,4,1,269.3333333333333,4.666666666666667,93.33333333333333,844.3333333333334,148.0
114.0,4,3,264.53333333333336,4.9,95.63333333333334,886.5166666666667,150.0
114.0,4,4,266.6,4.8,90.4,839.0,144.2
115.0,1,1,259.5,5.0,94.5,934.0,140.0
115.0,1,3,263.9642857142857,4.910714285714286,98.08928571428571,891.6785714285714,154.71428571428572
115.0,1,4,241.0,4.0,102.0,847.0,140.0
115.0,2,3,267.43333333333334,4.966666666666667,95.65,886.65,153.75
115.0,2,4,304.3333333333333,5.333333333333333,104.33333333333333,868.6666666666666,132.33333333333334
115.0,3,1,268.0,5.333333333333333,96.66666666666667,929.3333333333334,157.0
115.0,3,3,259.95384615384614,4.876923076923077,97.18461538461538,890.0153846153846,153.3846153846154
115.0,3,4,250.5,5.0,98.5,864.5,130.5
115.0,4,1,324.0,5.0,100.0,993.0,149.0
115.0,4,3,275.8727272727273,5.054545454545455,96.0,882.4,153.52727272727273
115.0,4,4,264.0,4.0,102.5,816.0,145.0
116.0,1,1,291.0,5.0,103.0,918.0,149.0
116.0,1,3,266.16326530612247,4.857142857142857,98.18367346938776,876.469387755102,151.73469387755102
116.0,1,4,247.33333333333334,4.333333333333333,103.33333333333333,768.6666666666666,136.66666666666666
116.0,2,1,271.0,5.0,90.0,926.5,146.5
116.0,2,3,268.1818181818182,4.96969696969697,98.15151515151516,903.0909090909091,152.54545454545453
116.0,2,4,234.66666666666666,4.666666666666667,98.0,808.3333333333334,144.33333333333334
116.0,3,1,247.0,5.0,80.0,885.0,132.0
116.0,3,3,270.76666666666665,5.066666666666666,98.8,891.75,153.61666666666667
116.0,3,4,247.0,5.0,96.5,893.0,155.0
116.0,4,1,270.5,5.0,99.5,936.5,157.0
116.0,4,3,269.8723404255319,5.0,98.25531914893617,886.6382978723404,152.0212765957447
116.0,4,4,200.0,3.5,107.0,620.5,120.5
117.0,1,3,263.8235294117647,5.029411764705882,100.17647058823529,909.8823529411765,154.88235294117646
117.0,1,4,325.0,5.5,106.0,900.5,158.5
117.0,2,1,256.0,5.0,93.5,965.0,157.0
117.0,2,3,258.8545454545455,4.945454545454545,96.78181818181818,891.2181818181818,152.34545454545454
117.0,2,4,228.0,4.5,96.0,883.0,125.5
117.0,3,1,236.0,4.0,81.0,795.0,166.0
117.0,3,3,258.1463414634146,4.878048780487805,98.34146341463415,908.0731707317074,153.14634146341464
117.0,4,3,274.1818181818182,5.181818181818182,97.03030303030303,907.939393939394,156.57575757575756
117.0,4,4,249.0,5.0,92.0,878.0,159.0
118.0,1,1,324.0,6.0,109.0,843.0,144.0
118.0,1,3,258.5945945945946,4.864864864864865,96.64864864864865,877.6756756756756,148.48648648648648
118.0,2,1,263.5,5.0,92.5,903.5,145.0
118.0,2,3,262.83720930232556,5.046511627906977,98.65116279069767,905.3720930232558,152.06976744186048
118.0,2,4,246.0,4.5,105.0,851.5,128.0
118.0,3,3,256.975,4.95,98.375,902.175,154.75
118.0,3,4,228.5,4.0,105.0,771.5,143.0
118.0,4,1,247.0,4.5,98.5,931.0,137.0
118.0,4,3,259.60714285714283,4.964285714285714,95.96428571428571,883.7857142857143,148.60714285714286
118.0,4,4,232.5,4.5,103.5,867.5,95.0
119.0,1,1,335.0,6.0,107.0,961.0,170.0
119.0,1,3,255.05882352941177,4.911764705882353,100.38235294117646,893.0294117647059,152.35294117647058
119.0,2,1,258.0,5.0,104.0,893.0,143.0
119.0,2,3,263.19354838709677,5.225806451612903,97.3225806451613,893.5806451612904,149.48387096774192
119.0,2,4,223.0,4.0,105.0,781.5,118.0
119.0,3,3,255.375,4.96875,99.5625,916.59375,153.15625
119.0,4,1,256.0,4.0,102.0,814.0,137.0
119.0,4,3,267.0689655172414,5.068965517241379,98.37931034482759,872.2758620689655,150.13793103448276
119.0,4,4,239.0,4.0,107.0,779.0,127.0
120.0,1,3,244.8,4.65,98.35,897.45,147.2
120.0,2,1,197.0,4.0,87.0,814.0,127.0
120.0,2,3,248.78571428571428,4.892857142857143,97.35714285714286,907.4642857142857,151.14285714285714
120.0,2,4,164.0,3.0,113.0,497.0,106.0
120.0,3,1,265.5,5.0,100.5,909.5,138.0
120.0,3,3,258.7307692307692,5.038461538461538,98.73076923076923,904.5,150.73076923076923
120.0,3,4,241.5,4.0,109.5,841.0,164.5
120.0,4,1,303.0,5.0,100.0,968.0,150.0
120.0,4,3,271.1875,5.25,98.0625,903.3125,153.90625
120.0,4,4,209.0,4.0,102.0,707.0,125.0
121.0,1,3,253.04347826086956,4.913043478260869,102.26086956521739,882.6521739130435,149.1304347826087
121.0,2,3,258.5483870967742,5.258064516129032,97.93548387096774,926.0967741935484,151.38709677419354
121.0,2,4,231.0,4.0,99.66666666666667,738.6666666666666,134.66666666666666
121.0,3,3,250.07692307692307,4.923076923076923,100.0,921.1153846153846,151.23076923076923
121.0,4,3,258.46153846153845,5.0,100.61538461538461,893.8461538461538,153.30769230769232
122.0,1,1,246.0,5.0,91.0,909.0,126.0
122.0,1,3,260.7368421052632,5.157894736842105,101.63157894736842,923.0526315789474,149.21052631578948
122.0,1,4,251.0,5.0,104.0,987.0,175.0
122.0,2,3,256.72727272727275,5.151515151515151,97.63636363636364,917.2727272727273,150.03030303030303
122.0,2,4,228.0,4.0,107.0,832.0,105.0
122.0,3,3,249.0952380952381,4.857142857142857,100.85714285714286,903.3333333333334,153.14285714285714
122.0,3,4,233.0,4.0,106.0,781.0,146.0
122.0,4,1,334.0,6.0,93.5,959.0,148.5
122.0,4,3,250.91666666666666,5.083333333333333,98.66666666666667,937.2083333333334,148.625
122.0,4,4,260.3333333333333,4.333333333333333,98.0,860.3333333333334,130.33333333333334
123.0,1,3,265.2857142857143,5.142857142857143,100.92857142857143,924.7857142857143,151.21428571428572
123.0,1,5,201.0,4.0,83.0,799.0,119.0
123.0,2,3,252.5,5.090909090909091,98.95454545454545,936.8636363636364,151.6818181818182
123.0,2,4,242.0,5.0,106.0,873.0,142.0
123.0,3,1,263.0,5.0,91.0,980.0,160.0
123.0,3,3,255.9375,5.0625,102.375,959.0,152.625
123.0,3,4,252.0,5.0,115.0,940.0,95.0
123.0,4,1,300.0,5.0,109.0,701.0,115.0
123.0,4,3,251.94117647058823,4.823529411764706,100.52941176470588,922.1176470588235,149.41176470588235
123.0,4,4,225.0,4.0,102.0,786.0,119.0
124.0,1,1,249.0,4.0,89.0,873.0,136.0
124.0,1,3,254.66666666666666,4.916666666666667,103.16666666666667,907.1666666666666,148.25
124.0,2,3,263.52941176470586,5.0588235294117645,101.0,917.6470588235294,151.05882352941177
124.0,3,3,251.45,4.95,101.6,920.85,149.3
124.0,3,4,250.0,5.0,111.0,906.0,143.0
124.0,4,1,247.0,5.0,104.0,861.0,117.0
124.0,4,3,263.5,5.1,102.55,903.65,148.65
125.0,1,1,252.0,5.0,101.0,842.0,133.0
125.0,1,3,244.27272727272728,4.909090909090909,100.0,926.9090909090909,148.8181818181818
125.0,2,3,248.10526315789474,5.105263157894737,98.89473684210526,924.8947368421053,148.31578947368422
125.0,3,1,275.0,5.0,101.5,970.5,155.0
125.0,3,3,242.27777777777777,5.0,101.44444444444444,921.3333333333334,147.05555555555554
125.0,3,4,194.0,4.0,93.0,755.0,164.0
125.0,4,1,264.5,5.0,105.5,967.5,156.5
125.0,4,3,246.42857142857142,4.857142857142857,100.57142857142857,912.5714285714286,146.92857142857142
125.0,4,4,264.0,5.0,91.0,947.0,126.0
126.0,1,3,243.9090909090909,4.7272727272727275,103.54545454545455,913.9090909090909,144.36363636363637
126.0,1,4,240.0,5.0,108.0,870.0,144.0
126.0,2,3,262.6,5.4,99.0,914.2,149.0
126.0,2,4,236.0,4.5,99.0,900.0,154.0
126.0,3,3,246.13333333333333,5.0,99.06666666666666,929.4,145.73333333333332
126.0,4,3,249.58333333333334,5.0,104.08333333333333,905.3333333333334,143.33333333333334
127.0,1,3,247.5,4.875,105.625,918.875,144.125
127.0,1,4,222.0,4.333333333333333,108.0,810.6666666666666,143.66666666666666
127.0,2,3,257.625,5.3125,101.3125,936.25,150.125
127.0,2,4,223.0,5.0,105.0,883.0,124.0
127.0,3,3,259.8,5.0,102.9,921.4,152.4
127.0,3,4,239.0,5.0,98.0,960.0,130.0
127.0,4,3,251.14285714285714,5.142857142857143,100.42857142857143,889.4285714285714,155.14285714285714
128.0,1,3,243.2,4.8,104.8,909.2,150.6
128.0,2,3,237.75,4.875,103.875,914.0,149.875
128.0,3,3,239.25,5.0,103.66666666666667,895.75,144.83333333333334
128.0,3,4,245.0,5.0,90.0,954.0,105.0
128.0,4,3,265.0,5.166666666666667,104.5,908.5,144.33333333333334
129.0,1,3,238.0,4.6,104.8,898.0,129.6
129.0,2,1,287.0,5.0,96.5,938.0,137.0
129.0,2,3,237.5,5.0,102.0,947.5,148.25
129.0,3,3,239.5,4.875,100.5,936.875,149.5
129.0,4,3,243.11111111111111,4.888888888888889,103.66666666666667,886.0,142.44444444444446
130.0,1,1,266.0,5.0,98.0,913.0,112.0
130.0,1,3,236.44444444444446,4.777777777777778,101.88888888888889,890.5555555555555,136.77777777777777
130.0,2,3,247.85714285714286,5.142857142857143,101.42857142857143,946.1428571428571,151.14285714285714
130.0,3,3,240.66666666666666,5.0,104.5,911.3333333333334,140.33333333333334
130.0,3,4,258.0,4.0,107.0,697.0,134.0
130.0,4,3,249.28571428571428,5.0,103.0,902.2857142857143,138.42857142857142
131.0,1,3,232.0,5.0,109.0,854.0,133.0
131.0,2,3,237.33333333333334,5.0,105.16666666666667,914.5,144.33333333333334
131.0,3,3,243.2,5.2,105.4,958.8,140.0
131.0,3,4,272.0,6.0,95.0,936.0,147.0
131.0,4,3,267.0,5.0,103.0,982.0,146.0
131.0,4,4,228.5,5.0,111.5,857.5,122.5
132.0,1,3,217.0,4.5,105.0,898.5,123.5
132.0,2,3,234.0,5.0,100.25,914.0,152.5
132.0,3,3,231.66666666666666,5.0,105.33333333333333,928.0,140.66666666666666
132.0,4,3,230.0,4.666666666666667,103.66666666666667,892.3333333333334,135.66666666666666
132.0,4,4,224.0,5.0,112.0,903.0,154.0
133.0,1,3,246.0,5.0,104.66666666666667,963.0,150.33333333333334
133.0,2,3,236.0,5.0,100.75,937.5,139.625
133.0,3,3,222.33333333333334,5.0,100.33333333333333,928.3333333333334,142.0
133.0,4,1,274.0,5.0,93.0,947.0,145.0
133.0,4,3,234.5,4.5,98.0,916.0,144.5
134.0,1,3,237.5,5.0,105.0,953.5,142.0
134.0,2,3,233.5,5.5,104.0,931.0,140.0
134.0,3,3,251.66666666666666,5.333333333333333,112.0,938.0,143.0
134.0,3,4,232.0,5.0,101.0,929.0,84.0
134.0,4,3,227.5,5.0,106.5,919.75,136.0
134.0,4,4,271.0,5.0,95.0,956.0,177.0
135.0,1,3,240.0,5.0,111.33333333333333,931.0,145.66666666666666
135.0,2,3,254.83333333333334,5.166666666666667,106.16666666666667,986.0,149.0
135.0,2,4,226.0,5.0,114.0,942.0,112.0
135.0,3,3,234.25,5.0,108.75,944.75,139.5
136.0,1,3,221.0,4.666666666666667,104.33333333333333,847.6666666666666,137.66666666666666
136.0,3,3,220.0,5.0,113.0,876.0,128.0
136.0,4,3,218.0,5.0,112.0,882.0,131.0
137.0,2,3,228.5,5.0,108.75,919.75,135.0
137.0,3,3,228.0,5.0,111.0,938.0,129.0
137.0,3,4,256.0,5.0,106.0,963.0,135.0
137.0,4,3,230.0,5.0,104.0,954.0,134.0
138.0,1,3,243.0,5.0,111.0,973.0,141.0
138.0,4,3,239.5,5.0,110.0,955.5,140.0
139.0,2,3,232.0,5.0,110.0,962.0,157.0
139.0,3,3,230.5,5.0,112.5,951.5,137.5
140.0,1,3,248.0,5.0,111.0,992.0,151.0
140.0,2,3,235.25,5.0,110.75,946.25,140.0
140.0,2,4,182.0,4.0,96.0,772.0,107.0
140.0,4,3,234.0,5.0,102.0,991.0,145.0
141.0,1,3,206.0,4.0,108.0,804.0,133.0
141.0,4,3,238.5,5.0,116.0,946.5,143.5
142.0,3,3,210.0,4.0,88.0,753.0,132.0
142.0,4,3,213.0,5.0,118.0,902.0,133.0
143.0,1,3,222.0,5.0,116.0,919.0,129.0
143.0,2,1,216.0,6.0,118.0,898.0,115.0
143.0,3,3,233.0,5.0,112.0,960.0,140.0
144.0,3,3,234.5,5.0,109.0,961.5,148.0
145.0,1,3,241.0,5.0,112.0,989.0,145.0
145.0,4,3,227.0,5.0,108.0,873.0,141.0
146.0,4,1,234.0,5.0,94.0,967.0,130.0
147.0,2,3,233.0,5.0,116.0,967.0,155.0
147.0,4,3,235.0,5.0,115.0,997.0,133.0
