AverageFloorArea,Quarter,Property Type,EnergyUseAveragePerDwelling,LightingCostAveragePerDwelling,HeatingCostAveragePerDwelling,HotWaterCostAveragePerDwelling
99.0,1,4,84.0,72.42857142857143,294.57142857142856,90.0
99.0,2,1,105.80952380952381,66.52380952380952,309.4761904761905,102.47619047619048
99.0,2,2,176.0,82.0,524.0,103.0
99.0,2,3,97.51456310679612,68.57281553398059,293.7864077669903,91.53398058252426
99.0,2,4,85.66666666666667,66.0,284.3333333333333,88.66666666666667
99.0,3,1,100.10526315789474,65.63157894736842,344.6842105263158,105.0
99.0,3,2,148.33333333333334,62.0,314.3333333333333,167.0
99.0,3,3,95.61797752808988,69.0561797752809,286.7977528089888,92.75280898876404
99.0,3,4,78.6,75.8,273.3,89.5
99.0,4,1,113.04444444444445,66.02222222222223,352.15555555555557,112.42222222222222
99.0,4,2,100.85714285714286,63.57142857142857,314.42857142857144,94.0
99.0,4,3,97.55963302752293,71.01834862385321,289.0091743119266,93.6788990825688
99.0,4,4,99.28571428571429,66.71428571428571,321.0,108.85714285714286
100.0,1,1,115.47619047619048,69.71428571428571,368.2857142857143,116.0
100.0,1,2,100.0,61.0,346.5,114.0
100.0,1,3,99.38541666666667,73.28125,301.1666666666667,97.72916666666667
100.0,1,4,89.70588235294117,72.23529411764706,286.7647058823529,114.0
100.0,2,1,113.43478260869566,65.34782608695652,349.04347826086956,113.91304347826087
100.0,2,2,129.6,84.2,373.8,95.8
100.0,2,3,101.43181818181819,69.9090909090909,302.67045454545456,96.7159090909091
100.0,2,4,119.16666666666667,73.16666666666667,313.1666666666667,105.33333333333333
100.0,3,1,105.47058823529412,69.41176470588235,314.2352941176471,102.61764705882354
100.0,3,2,85.0,57.333333333333336,256.6666666666667,117.33333333333333
100.0,3,3,100.06666666666666,71.97777777777777,292.6666666666667,94.85555555555555
100.0,3,4,84.5,69.5,264.125,105.625
100.0,4,1,114.6774193548387,67.0,369.741935483871,112.09677419354838
100.0,4,2,85.0,70.5,261.5,87.0
100.0,4,3,95.51219512195122,68.70731707317073,290.0731707317073,95.1829268292683
100.0,4,4,72.45454545454545,67.0909090909091,267.72727272727275,98.0909090909091
101.0,1,1,99.26086956521739,68.1304347826087,361.7391304347826,117.0
101.0,1,2,62.0,76.0,221.0,82.0
101.0,1,3,94.59302325581395,71.38372093023256,290.7093023255814,96.0813953488372
101.0,1,4,76.92857142857143,72.5,288.14285714285717,99.57142857142857
101.0,2,1,111.10526315789474,70.89473684210526,332.05263157894734,115.3157894736842
101.0,2,2,105.0,60.5,250.5,118.0
101.0,2,3,98.83529411764705,70.62352941176471,293.6470588235294,94.05882352941177
101.0,2,4,131.6,68.6,366.0,122.6
101.0,3,1,109.85714285714286,69.47619047619048,338.5238095238095,111.42857142857143
101.0,3,2,130.75,70.25,336.25,103.75
101.0,3,3,95.46575342465754,69.6027397260274,291.5890410958904,96.54794520547945
101.0,3,4,68.91666666666667,69.08333333333333,263.75,91.33333333333333
101.0,4,1,122.46875,69.53125,364.1875,121.90625
101.0,4,2,98.33333333333333,64.0,328.6666666666667,105.0
101.0,4,3,95.2258064516129,69.3763440860215,297.03225806451616,91.74193548387096
101.0,4,4,90.66666666666667,67.5,296.8333333333333,98.33333333333333
102.0,1,1,118.86486486486487,69.13513513513513,371.3783783783784,123.16216216216216
102.0,1,2,151.5,68.0,468.5,150.5
102.0,1,3,92.9390243902439,70.67073170731707,298.4024390243902,94.95121951219512
102.0,1,4,108.0,73.16666666666667,327.1666666666667,98.83333333333333
102.0,2,1,124.525,71.65,391.25,118.4
102.0,2,2,94.5,76.75,324.25,121.5
102.0,2,3,96.48913043478261,68.28260869565217,301.4347826086956,96.57608695652173
102.0,2,4,80.14285714285714,72.85714285714286,301.42857142857144,111.85714285714286
102.0,3,1,120.29268292682927,70.70731707317073,350.1951219512195,117.36585365853658
102.0,3,2,129.0,84.0,380.0,84.0
102.0,3,3,96.11111111111111,69.49382716049382,300.81481481481484,97.54320987654322
102.0,3,4,114.8,70.8,381.4,119.8
102.0,4,1,119.66666666666667,68.96969696969697,363.1818181818182,126.42424242424242
102.0,4,2,123.0,62.0,374.0,182.0
102.0,4,3,97.0,71.25925925925925,293.51851851851853,92.22222222222223
102.0,4,4,103.375,72.875,350.125,98.125
103.0,1,1,109.95652173913044,71.17391304347827,351.5217391304348,116.17391304347827
103.0,1,2,81.33333333333333,69.33333333333333,263.0,90.0
103.0,1,3,96.54901960784314,72.82352941176471,302.5686274509804,98.0
103.0,1,4,95.5,72.3,321.7,100.1
103.0,2,1,104.36,68.28,334.08,113.32
103.0,2,2,92.0,64.33333333333333,323.0,118.66666666666667
103.0,2,3,92.37,70.51,286.7,92.8
103.0,2,4,85.33333333333333,66.16666666666667,296.4166666666667,105.25
103.0,3,1,116.65217391304348,64.82608695652173,371.5217391304348,123.3913043478261
103.0,3,2,168.33333333333334,71.0,477.0,115.66666666666667
103.0,3,3,96.05813953488372,70.5813953488372,300.8139534883721,95.30232558139535
103.0,3,4,98.5,71.83333333333333,331.1666666666667,115.83333333333333
103.0,4,1,111.61290322580645,70.25806451612904,353.03225806451616,115.58064516129032
103.0,4,3,96.30588235294118,70.82352941176471,295.50588235294117,94.41176470588235
103.0,4,4,103.0,75.25,309.25,119.25
104.0,1,1,119.03125,71.65625,359.65625,109.46875
104.0,1,2,180.5,94.0,379.0,124.0
104.0,1,3,92.07692307692308,71.01282051282051,294.2564102564103,95.02564102564102
104.0,1,4,72.1,68.4,252.7,104.9
104.0,2,1,118.41379310344827,66.72413793103448,364.0689655172414,116.17241379310344
104.0,2,2,102.5,72.0,351.5,143.0
104.0,2,3,98.82882882882883,71.72972972972973,301.2882882882883,96.16216216216216
104.0,2,4,95.0,67.4,314.6,97.2
104.0,3,1,108.92592592592592,71.33333333333333,347.4074074074074,112.48148148148148
104.0,3,3,96.77450980392157,72.31372549019608,306.1862745098039,95.16666666666667
104.0,3,4,104.5,72.33333333333333,373.0,107.0
104.0,4,1,119.13333333333334,70.96666666666667,360.46666666666664,109.5
104.0,4,3,95.66,72.97,298.43,95.57
104.0,4,4,99.16666666666667,64.16666666666667,344.1666666666667,108.0
105.0,1,1,117.35,75.55,368.6,133.8
105.0,1,2,86.0,68.0,264.0,108.0
105.0,1,3,95.65217391304348,74.1304347826087,306.30434782608694,96.98913043478261
105.0,1,4,74.66666666666667,67.5,291.0,99.66666666666667
105.0,2,1,114.95652173913044,69.52173913043478,389.7826086956522,122.0
105.0,2,2,115.0,73.33333333333333,387.3333333333333,93.0
105.0,2,3,97.07207207207207,71.34234234234235,308.63963963963965,95.29729729729729
105.0,2,4,78.22222222222223,69.55555555555556,294.6666666666667,116.88888888888889
105.0,3,1,115.03571428571429,69.92857142857143,353.10714285714283,109.57142857142857
105.0,3,2,99.66666666666667,76.66666666666667,298.6666666666667,151.33333333333334
105.0,3,3,96.11320754716981,72.16037735849056,304.9339622641509,94.66037735849056
105.0,3,4,92.2,69.2,327.4,116.2
105.0,4,1,123.75,69.58333333333333,380.0416666666667,118.83333333333333
105.0,4,2,140.0,61.0,358.5,157.5
105.0,4,3,93.04938271604938,72.07407407407408,296.2345679012346,95.08641975308642
105.0,4,4,103.0,74.71428571428571,356.85714285714283,99.42857142857143
106.0,1,1,105.6842105263158,71.26315789473684,394.7894736842105,121.78947368421052
106.0,1,2,84.0,65.0,277.0,90.0
106.0,1,3,90.94845360824742,71.09278350515464,301.25773195876286,97.31958762886597
106.0,1,4,102.85714285714286,65.57142857142857,377.85714285714283,105.14285714285714
106.0,2,1,111.48484848484848,73.39393939393939,358.0,123.0
106.0,2,3,93.83177570093459,69.65420560747664,300.76635514018693,96.65420560747664
106.0,2,4,132.5,72.5,424.0,105.25
106.0,3,1,115.16666666666667,71.55555555555556,385.1111111111111,118.38888888888889
106.0,3,2,115.0,66.0,342.5,133.5
106.0,3,3,91.21052631578948,72.58771929824562,297.2280701754386,94.00877192982456
106.0,3,4,98.41666666666667,73.91666666666667,336.3333333333333,109.16666666666667
106.0,4,1,122.4,70.2,403.2,125.8
106.0,4,3,94.78,72.41,304.09,95.48
106.0,4,4,88.88888888888889,69.44444444444444,317.0,95.22222222222223
107.0,1,1,111.6470588235294,73.94117647058823,368.2352941176471,113.88235294117646
107.0,1,2,88.33333333333333,74.0,260.3333333333333,107.66666666666667
107.0,1,3,94.44444444444444,74.90123456790124,308.18518518518516,101.0246913580247
107.0,1,4,102.36363636363636,81.18181818181819,303.72727272727275,114.36363636363636
107.0,2,1,116.66666666666667,68.33333333333333,344.8333333333333,114.66666666666667
107.0,2,2,129.0,85.0,235.0,216.0
107.0,2,3,94.38541666666667,71.63541666666667,308.125,96.19791666666667
107.0,2,4,85.8,63.8,323.8,95.6
107.0,3,1,101.28571428571429,68.0,377.7142857142857,114.92857142857143
107.0,3,2,121.66666666666667,73.33333333333333,465.3333333333333,102.66666666666667
107.0,3,3,95.4375,72.71875,313.6875,96.38541666666667
107.0,3,4,74.11111111111111,70.11111111111111,287.0,92.55555555555556
107.0,4,1,114.5,69.95833333333333,352.5833333333333,124.41666666666667
107.0,4,2,122.0,78.0,380.0,98.0
107.0,4,3,95.01941747572816,71.58252427184466,307.33009708737865,97.94174757281553
107.0,4,4,66.125,69.625,286.875,94.125
108.0,1,1,118.73076923076923,74.57692307692308,395.15384615384613,129.69230769230768
108.0,1,2,161.0,66.0,441.3333333333333,137.33333333333334
108.0,1,3,91.8265306122449,72.84693877551021,304.9795918367347,99.25510204081633
108.0,1,4,85.4,72.2,318.0,114.2
108.0,2,1,121.53846153846153,69.57692307692308,387.7692307692308,116.6923076923077
108.0,2,2,175.0,92.0,579.0,131.0
108.0,2,3,96.56043956043956,72.71428571428571,312.7362637362637,97.84615384615384
108.0,2,4,89.83333333333333,68.16666666666667,292.1666666666667,98.0
108.0,3,1,118.34615384615384,72.76923076923077,378.88461538461536,108.5
108.0,3,2,96.5,68.5,318.0,97.5
108.0,3,3,96.44578313253012,73.3132530120482,314.0722891566265,95.87951807228916
108.0,3,4,112.0,76.375,400.125,104.5
108.0,4,1,113.5,74.56666666666666,381.6666666666667,121.53333333333333
108.0,4,2,107.75,62.5,379.25,96.5
108.0,4,3,95.10526315789474,72.86842105263158,305.12280701754383,98.7719298245614
108.0,4,4,85.75,69.5,301.9166666666667,109.33333333333333
109.0,1,1,109.84615384615384,70.53846153846153,380.3076923076923,128.6153846153846
109.0,1,3,95.82795698924731,74.45161290322581,319.4623655913978,99.41935483870968
109.0,1,4,94.5,81.75,325.5,108.25
109.0,2,1,107.95238095238095,69.47619047619048,387.14285714285717,119.95238095238095
109.0,2,2,92.0,79.0,321.0,92.0
109.0,2,3,92.45283018867924,72.69811320754717,305.2641509433962,94.41509433962264
109.0,2,4,111.4,65.0,371.2,108.8
109.0,3,1,108.92307692307692,74.46153846153847,416.46153846153845,136.53846153846155
109.0,3,3,92.25263157894737,72.84210526315789,304.0210526315789,98.86315789473684
109.0,3,4,91.0,85.8,286.0,93.4
109.0,4,1,107.35,71.65,359.65,112.35
109.0,4,2,125.0,79.5,377.5,118.0
109.0,4,3,93.5940594059406,74.60396039603961,306.81188118811883,98.46534653465346
109.0,4,4,50.333333333333336,71.16666666666667,260.5,95.83333333333333
110.0,1,1,111.0,69.04761904761905,362.7142857142857,114.28571428571429
110.0,1,2,126.5,74.5,392.5,94.5
110.0,1,3,94.01,75.42,314.66,97.21
110.0,1,4,77.71428571428571,74.85714285714286,271.57142857142856,103.57142857142857
110.0,2,1,115.84,71.88,375.88,121.52
110.0,2,2,146.0,79.0,455.5,148.0
110.0,2,3,92.65625,73.35416666666667,307.5,98.375
110.0,2,4,83.75,68.75,311.0,99.25
110.0,3,1,115.04347826086956,74.82608695652173,380.0869565217391,118.43478260869566
110.0,3,2,94.0,75.33333333333333,310.0,101.0
110.0,3,3,95.8395061728395,75.46913580246914,313.8024691358025,99.03703703703704
110.0,3,4,96.0,76.25,327.375,96.75
110.0,4,1,105.26666666666667,70.3,355.43333333333334,118.5
110.0,4,2,162.0,55.0,592.0,131.0
110.0,4,3,94.61016949152543,74.78813559322033,312.135593220339,99.07627118644068
110.0,4,4,94.0,73.33333333333333,334.77777777777777,105.22222222222223
111.0,1,1,114.4090909090909,74.68181818181819,394.6363636363636,117.04545454545455
111.0,1,3,95.43589743589743,75.48717948717949,323.43589743589746,101.92307692307692
111.0,1,4,72.0,69.0,319.2,106.2
111.0,2,1,103.6,71.93333333333334,344.1333333333333,115.33333333333333
111.0,2,2,146.0,61.0,317.0,121.0
111.0,2,3,94.96808510638297,74.57446808510639,316.2659574468085,99.2127659574468
111.0,2,4,74.75,68.625,300.125,98.0
111.0,3,1,118.04545454545455,74.13636363636364,394.6818181818182,124.18181818181819
111.0,3,2,122.0,63.0,483.0,105.0
111.0,3,3,92.45454545454545,74.02020202020202,311.8787878787879,99.15151515151516
111.0,3,4,94.25,82.25,332.75,103.25
111.0,4,1,116.55,71.7,374.7,124.9
111.0,4,2,113.0,84.0,341.0,104.0
111.0,4,3,95.74285714285715,75.36190476190477,309.77142857142854,98.18095238095238
111.0,4,4,69.0,75.5,282.5,110.5
112.0,1,1,109.66666666666667,74.75,394.0416666666667,119.125
112.0,1,2,145.5,100.0,340.0,154.0
112.0,1,3,94.70588235294117,78.02941176470588,315.0098039215686,101.7843137254902
112.0,1,4,86.0,86.0,300.0,90.0
112.0,2,1,105.41666666666667,72.0,346.7083333333333,103.54166666666667
112.0,2,2,94.0,60.0,333.0,109.0
112.0,2,3,92.38235294117646,74.72549019607843,308.4019607843137,97.58823529411765
112.0,2,4,92.75,67.5,374.0,96.75
112.0,3,1,105.5,70.75,368.14285714285717,114.71428571428571
112.0,3,3,93.17708333333333,74.59375,316.6979166666667,98.13541666666667
112.0,3,4,60.333333333333336,61.666666666666664,295.6666666666667,85.33333333333333
112.0,4,1,105.3125,75.8125,375.40625,121.125
112.0,4,3,91.1625,74.175,315.75,99.4875
112.0,4,4,110.11111111111111,70.44444444444444,356.0,125.88888888888889
113.0,1,1,108.6086956521739,73.8695652173913,391.30434782608694,123.21739130434783
113.0,1,2,81.0,76.0,277.0,102.0
113.0,1,3,89.4375,75.5875,317.3,103.1125
113.0,1,4,47.666666666666664,79.0,286.6666666666667,100.66666666666667
113.0,2,1,89.91666666666667,71.33333333333333,354.75,98.08333333333333
113.0,2,2,150.0,77.0,431.3333333333333,175.0
113.0,2,3,94.58620689655173,73.95402298850574,320.367816091954,99.25287356321839
113.0,2,4,79.0,70.5,353.3333333333333,92.0
113.0,3,1,102.44444444444444,74.38888888888889,351.22222222222223,111.77777777777777
113.0,3,3,93.16279069767442,75.1046511627907,314.6046511627907,98.62790697674419
113.0,3,4,87.83333333333333,73.83333333333333,327.6666666666667,110.5
113.0,4,1,110.95833333333333,75.16666666666667,359.5833333333333,113.125
113.0,4,3,95.67647058823529,75.1470588235294,322.12745098039215,101.26470588235294
113.0,4,4,85.88888888888889,70.55555555555556,290.22222222222223,119.77777777777777
114.0,1,1,114.6086956521739,79.8695652173913,381.2173913043478,115.52173913043478
114.0,1,2,134.5,90.5,384.0,92.5
114.0,1,3,92.60204081632654,75.16326530612245,324.61224489795916,103.9795918367347
114.0,1,4,84.6,78.8,293.6,119.4
114.0,2,1,112.41666666666667,73.625,369.5416666666667,110.20833333333333
114.0,2,2,141.5,53.0,310.5,108.0
114.0,2,3,91.34782608695652,75.57608695652173,313.3804347826087,99.81521739130434
114.0,2,4,83.08333333333333,77.91666666666667,309.5833333333333,110.58333333333333
114.0,3,1,114.44,76.68,378.04,120.84
114.0,3,2,131.5,76.5,469.0,101.0
114.0,3,3,91.35106382978724,75.04255319148936,325.6914893617021,101.34042553191489
114.0,3,4,93.71428571428571,75.14285714285714,334.42857142857144,110.71428571428571
114.0,4,1,121.54166666666667,77.95833333333333,400.875,123.54166666666667
114.0,4,2,111.66666666666667,84.66666666666667,343.0,111.33333333333333
114.0,4,3,93.93975903614458,75.2289156626506,324.1807228915663,98.48192771084338
114.0,4,4,90.8,75.6,363.6,101.2
115.0,1,1,107.54545454545455,72.77272727272727,404.59090909090907,122.68181818181819
115.0,1,2,107.0,91.0,239.0,109.0
115.0,1,3,90.27272727272727,76.04545454545455,322.1931818181818,100.7159090909091
115.0,1,4,81.25,79.25,316.5,89.75
115.0,2,1,118.5,75.5,382.2142857142857,117.57142857142857
115.0,2,2,140.0,68.0,460.0,107.0
115.0,2,3,94.41666666666667,75.30952380952381,322.85714285714283,100.0952380952381
115.0,2,4,86.33333333333333,80.66666666666667,391.6666666666667,92.66666666666667
115.0,3,1,110.57142857142857,74.21428571428571,386.85714285714283,124.42857142857143
115.0,3,2,79.5,82.0,273.5,96.5
115.0,3,3,93.63218390804597,76.26436781609195,327.4712643678161,100.80459770114942
115.0,3,4,94.33333333333333,77.0,370.0,108.55555555555556
115.0,4,1,129.5,75.1,453.9,154.0
115.0,4,3,94.25242718446601,75.77669902912622,326.2135922330097,99.16504854368932
115.0,4,4,113.33333333333333,75.0,370.0,99.66666666666667
116.0,1,1,111.16,75.2,420.72,117.16
116.0,1,2,124.0,58.0,284.0,94.0
116.0,1,3,90.88311688311688,75.7012987012987,340.2077922077922,102.7012987012987
116.0,1,4,62.57142857142857,83.0,260.42857142857144,91.0
116.0,2,1,102.11764705882354,71.05882352941177,362.11764705882354,114.3529411764706
116.0,2,3,92.30434782608695,73.56521739130434,328.5217391304348,100.69565217391305
116.0,2,4,103.16666666666667,73.5,357.0,107.33333333333333
116.0,3,1,103.57142857142857,77.76190476190476,371.4761904761905,121.0
116.0,3,2,144.0,73.0,497.0,90.0
116.0,3,3,89.57831325301204,75.81927710843374,318.7831325301205,102.91566265060241
116.0,3,4,88.25,79.41666666666667,339.75,108.16666666666667
116.0,4,1,90.92307692307692,76.15384615384616,379.0769230769231,119.0
116.0,4,3,89.48529411764706,75.76470588235294,318.44117647058823,102.17647058823529
116.0,4,4,92.4,71.2,349.2,99.8
117.0,1,1,114.53333333333333,80.06666666666666,412.2,142.73333333333332
117.0,1,2,104.0,110.0,257.0,118.0
117.0,1,3,87.45833333333333,75.15277777777777,322.05555555555554,101.58333333333333
117.0,1,4,92.0,78.2,391.4,112.6
117.0,2,1,135.83333333333334,77.0,453.6666666666667,124.41666666666667
117.0,2,2,121.0,104.0,286.0,98.0
117.0,2,3,90.96923076923076,74.27692307692308,329.61538461538464,101.04615384615384
117.0,2,4,75.66666666666667,71.83333333333333,299.6666666666667,111.66666666666667
117.0,3,1,110.21052631578948,82.89473684210526,406.1578947368421,124.05263157894737
117.0,3,3,96.41818181818182,77.41818181818182,335.6545454545454,102.7090909090909
117.0,3,4,113.8,71.4,424.4,105.2
117.0,4,1,105.78947368421052,77.47368421052632,381.1578947368421,114.57894736842105
117.0,4,2,153.0,92.0,377.0,89.0
117.0,4,3,90.88311688311688,75.2987012987013,327.3376623376623,103.66233766233766
117.0,4,4,92.4,79.0,326.4,93.8
118.0,1,1,107.23076923076923,77.73076923076923,397.8076923076923,125.23076923076923
118.0,1,3,89.23287671232876,76.58904109589041,325.1095890410959,101.91780821917808
118.0,1,4,100.0,78.0,349.0,107.0
118.0,2,1,124.18181818181819,76.0,423.40909090909093,123.27272727272727
118.0,2,3,96.11764705882354,76.76470588235294,332.72058823529414,100.63235294117646
118.0,2,4,71.5,71.5,304.0,97.5
118.0,3,1,119.5909090909091,77.31818181818181,403.3181818181818,123.04545454545455
118.0,3,3,94.34246575342466,77.46575342465754,331.0,102.97260273972603
118.0,3,4,82.44444444444444,79.44444444444444,313.8888888888889,97.22222222222223
118.0,4,1,116.2,77.9,376.95,119.3
118.0,4,3,90.65753424657534,76.1917808219178,327.1095890410959,101.9041095890411
118.0,4,4,106.125,77.375,333.75,114.0
119.0,1,1,99.72222222222223,76.38888888888889,385.3888888888889,104.16666666666667
119.0,1,3,90.61111111111111,78.97222222222223,333.5138888888889,101.41666666666667
119.0,1,4,61.0,81.66666666666667,324.3333333333333,79.0
119.0,2,1,115.42857142857143,75.5,389.35714285714283,125.57142857142857
119.0,2,3,94.27777777777777,76.48148148148148,338.8333333333333,99.9074074074074
119.0,2,4,53.5,67.0,241.5,104.0
119.0,3,1,111.84615384615384,81.15384615384616,400.7692307692308,133.30769230769232
119.0,3,3,94.14634146341463,78.17073170731707,335.1219512195122,102.71951219512195
119.0,3,4,64.66666666666667,83.0,271.0,93.0
119.0,4,1,110.82352941176471,70.88235294117646,426.8235294117647,129.35294117647058
119.0,4,2,69.0,63.0,259.0,84.0
119.0,4,3,90.1891891891892,75.87837837837837,335.2837837837838,104.55405405405405
119.0,4,4,120.25,77.75,420.75,122.25
120.0,1,1,112.0,77.25,426.0,141.1875
120.0,1,3,90.30508474576271,79.71186440677967,332.40677966101697,107.66101694915254
120.0,1,4,111.33333333333333,81.83333333333333,400.5,100.16666666666667
120.0,2,1,113.6086956521739,72.1304347826087,420.5652173913044,129.2608695652174
120.0,2,2,91.5,75.0,332.0,96.0
120.0,2,3,96.05555555555556,77.25925925925925,341.44444444444446,103.14814814814815
120.0,2,4,64.0,65.0,572.0,92.0
120.0,3,1,97.61538461538461,80.07692307692308,420.84615384615387,128.6153846153846
120.0,3,2,95.0,97.0,315.0,107.0
120.0,3,3,94.8108108108108,79.87837837837837,333.31081081081084,102.98648648648648
120.0,3,4,111.33333333333333,76.33333333333333,384.0,101.66666666666667
120.0,4,1,124.25,84.375,428.9375,129.4375
120.0,4,3,90.72727272727273,77.92727272727272,325.5272727272727,104.2909090909091
120.0,4,4,124.5,94.0,384.0,129.5
121.0,1,1,117.0,77.2,440.2,129.1
121.0,1,3,91.4375,78.203125,340.046875,107.40625
121.0,1,4,74.33333333333333,71.0,369.3333333333333,95.66666666666667
121.0,2,1,128.9375,78.5,402.1875,140.3125
121.0,2,2,81.0,72.0,300.0,105.5
121.0,2,3,90.05797101449275,77.55072463768116,330.28985507246375,99.15942028985508
121.0,2,4,69.66666666666667,74.0,272.6666666666667,88.66666666666667
121.0,3,1,90.5625,73.25,385.0625,113.4375
121.0,3,2,122.0,79.0,494.0,100.0
121.0,3,3,92.75,77.76666666666667,341.3333333333333,101.88333333333334
121.0,3,4,85.5,82.0,349.5,96.0
121.0,4,1,101.125,72.75,357.375,107.375
121.0,4,3,95.91071428571429,79.21428571428571,357.76785714285717,107.07142857142857
121.0,4,4,105.66666666666667,79.5,414.6666666666667,104.83333333333333
122.0,1,1,122.63636363636364,84.18181818181819,396.8181818181818,115.18181818181819
122.0,1,3,89.05555555555556,80.57407407407408,333.24074074074076,104.18518518518519
122.0,1,4,69.0,79.0,387.0,103.0
122.0,2,1,108.0,77.26666666666667,392.53333333333336,128.2
122.0,2,2,132.5,76.0,366.0,118.5
122.0,2,3,89.36666666666666,73.96666666666667,346.35,103.38333333333334
122.0,2,4,104.33333333333333,65.66666666666667,430.3333333333333,101.0
122.0,3,1,114.0,76.4,437.53333333333336,120.4
122.0,3,3,92.37974683544304,77.0379746835443,349.8987341772152,105.50632911392405
122.0,3,4,83.4,70.2,321.0,101.2
122.0,4,1,114.625,77.04166666666667,425.0416666666667,120.95833333333333
122.0,4,2,141.5,95.5,469.5,138.0
122.0,4,3,93.50769230769231,79.6923076923077,339.75384615384615,104.07692307692308
122.0,4,4,92.0,77.16666666666667,362.0,101.16666666666667
123.0,1,1,103.41666666666667,78.83333333333333,417.0833333333333,118.58333333333333
123.0,1,3,92.63793103448276,79.87931034482759,353.7068965517241,107.77586206896552
123.0,1,4,32.0,61.0,314.0,91.0
123.0,2,1,100.66666666666667,75.83333333333333,410.3333333333333,101.83333333333333
123.0,2,3,91.45652173913044,80.06521739130434,339.2173913043478,105.3913043478261
123.0,2,4,96.5,69.25,373.5,117.0
123.0,3,1,106.75,82.0,375.75,116.5
123.0,3,3,92.03076923076924,79.1076923076923,344.73846153846154,103.24615384615385
123.0,3,4,93.0,68.0,387.5,137.5
123.0,4,1,109.07692307692308,77.23076923076923,417.3076923076923,131.84615384615384
123.0,4,2,99.0,84.5,387.5,107.0
123.0,4,3,87.50877192982456,76.3859649122807,343.03508771929825,98.19298245614036
123.0,4,4,61.0,92.0,372.0,97.0
124.0,1,1,111.76923076923077,72.84615384615384,400.2307692307692,138.6153846153846
124.0,1,3,94.64814814814815,82.68518518518519,360.6666666666667,111.37037037037037
124.0,1,4,68.75,70.5,317.0,89.0
124.0,2,1,125.66666666666667,82.44444444444444,474.22222222222223,128.0
124.0,2,3,96.79310344827586,80.62068965517241,354.5344827586207,104.79310344827586
124.0,2,4,106.0,59.0,253.0,95.0
124.0,3,1,117.82352941176471,79.52941176470588,449.7647058823529,129.88235294117646
124.0,3,3,88.76666666666667,77.83333333333333,347.6166666666667,104.91666666666667
124.0,3,4,127.0,91.5,504.0,92.5
124.0,4,1,106.66666666666667,76.19047619047619,399.6666666666667,120.76190476190476
124.0,4,3,93.98412698412699,77.17460317460318,348.031746031746,106.96825396825396
124.0,4,4,86.5,79.0,268.5,88.0
125.0,1,1,110.83333333333333,81.55555555555556,425.6111111111111,127.5
125.0,1,2,118.0,78.0,402.0,139.0
125.0,1,3,91.38461538461539,79.41538461538461,354.9076923076923,109.16923076923077
125.0,1,4,156.0,72.0,566.0,184.0
125.0,2,1,118.4,78.6,418.6,124.0
125.0,2,3,91.29268292682927,76.04878048780488,354.7317073170732,104.26829268292683
125.0,2,4,33.0,63.0,316.0,91.0
125.0,3,1,102.375,73.5,397.5,122.125
125.0,3,3,96.47272727272727,81.78181818181818,354.27272727272725,105.47272727272727
125.0,4,1,94.55555555555556,80.55555555555556,379.3333333333333,105.88888888888889
125.0,4,2,102.0,79.0,497.0,126.0
125.0,4,3,90.55223880597015,79.74626865671642,339.4179104477612,106.92537313432835
125.0,4,4,140.0,79.0,577.5,104.0
126.0,1,1,100.35,81.15,409.4,119.1
126.0,1,2,76.33333333333333,75.0,300.3333333333333,102.66666666666667
126.0,1,3,95.03921568627452,84.17647058823529,353.6078431372549,108.90196078431373
126.0,1,4,98.0,63.0,433.0,122.0
126.0,2,1,118.1875,82.5625,417.875,133.5625
126.0,2,3,94.48780487804878,78.14634146341463,366.6341463414634,107.3170731707317
126.0,2,4,63.25,77.5,317.0,98.0
126.0,3,1,105.66666666666667,77.58333333333333,371.0833333333333,107.91666666666667
126.0,3,2,85.0,74.5,343.5,95.0
126.0,3,3,94.02173913043478,81.78260869565217,373.0,106.5
126.0,3,4,69.0,73.66666666666667,261.6666666666667,97.66666666666667
126.0,4,1,112.43478260869566,78.17391304347827,442.8695652173913,118.0
126.0,4,3,95.44680851063829,84.63829787234043,355.40425531914894,103.51063829787235
127.0,1,1,123.375,85.25,407.125,106.125
127.0,1,3,90.85416666666667,85.04166666666667,348.4583333333333,110.91666666666667
127.0,2,1,110.0,78.92857142857143,399.2142857142857,110.07142857142857
127.0,2,3,92.8048780487805,79.73170731707317,374.8780487804878,114.4390243902439
127.0,3,1,104.91666666666667,81.0,400.6666666666667,121.16666666666667
127.0,3,3,96.125,80.8125,366.84375,108.0625
127.0,3,4,122.5,94.5,441.0,107.25
127.0,4,1,104.6470588235294,85.47058823529412,387.1764705882353,126.70588235294117
127.0,4,2,120.0,112.0,279.0,101.0
127.0,4,3,92.17241379310344,79.75862068965517,368.94827586206895,110.82758620689656
127.0,4,4,88.16666666666667,71.66666666666667,404.5,94.33333333333333
128.0,1,1,108.5,81.0,452.6666666666667,152.83333333333334
128.0,1,3,86.45652173913044,80.06521739130434,352.7391304347826,108.02173913043478
128.0,2,1,114.58333333333333,84.33333333333333,419.8333333333333,119.5
128.0,2,2,126.0,73.0,493.0,91.0
128.0,2,3,89.86792452830188,76.66037735849056,364.9622641509434,105.75471698113208
128.0,3,1,113.04545454545455,79.36363636363636,447.72727272727275,121.36363636363636
128.0,3,2,70.0,75.0,280.0,90.0
